current_time, risk, prob_collision, distance_to_poc, time_to_poc, current_speed, current_lat, current_lon, 
621702322992752, Warning, 0.459803617572193, 10.640657036351,621702326.588926,2.956512219668, 50.3645825, 7.5720655, 
621702323493692, Warning, 0.506458385758563, 9.97344887776153,621702326.86345,2.956512219668, 50.3645825, 7.5720655, 
621702323993653, Warning, 0.47406480427934, 7.52598029079489,621702326.623879,2.85773888642, 50.3645728333333, 7.57203633333333, 
621702324492889, Warning, 0.589544413167871, 6.70299705834523,621702326.836252,2.85773888642, 50.3645728333333, 7.57203633333333, 
621702324993011, Warning, 0.508298085888637, 4.51999364379046,621702326.572612,2.85773888642, 50.3645651666667, 7.57200733333333, 
621702325493308, Collision, 0.928359584225096, 3.90069978238726,621702326.85613,2.85773888642, 50.3645651666667, 7.57200733333333, 
621702325993509, Collision, 0.840771116052784, 3.53764680914131,621702327.229312,2.85773888642, 50.3645641666667, 7.57200366666667, 
621702326493780, No Risk, 0.0777116637299475, 3.52336905566394,621702327.724534,2.85773888642, 50.3645641666667, 7.57200366666667, 
621702326994140, No Risk, 0.325262297391262, 1.25625490287267,621702332.918998,0.211951110928, 50.3645568333333, 7.5719675, 
621702327494319, No Risk, 0.213451497706148, 1.26034703758611,621702333.438573,0.211951110928, 50.3645568333333, 7.5719675, 
621702327994516, No Risk, 0.274793239462494, 1.27128948028788,621702333.990439,0.211951110928, 50.3645568333333, 7.57196766666667, 
621702328494822, No Risk, 0.212100256782506, 1.27128948028788,621702334.490692,0.211951110928, 50.3645568333333, 7.57196766666667, 
621702328995264, No Risk, 0.0644465338624972, 1.23446832564805,621702352.066141,0.053502222176, 50.364557, 7.57196683333333, 
621702329495356, No Risk, 0.0688609990680059, 1.23446832564805,621702352.566419,0.053502222176, 50.364557, 7.57196683333333, 
621702329995547, No Risk, 0.0644228110691625, 1.23446832564805,621702353.066641,0.053502222176, 50.364557, 7.57196683333333, 
621702330496020, No Risk, 0.0695079860776679, 1.23446832564805,621702353.566845,0.053502222176, 50.364557, 7.57196683333333, 
621702330996190, No Risk, 0.0887231452135661, 0.544774732263661,621702332.185125,0.457341110716, 50.364555, 7.57196183333333, 
621702331496375, No Risk, 0.0827204022894259, 0.544774732263661,621702332.685374,0.457341110716, 50.364555, 7.57196183333333, 
621702331996692, No Risk, 0.0901845810616495, 0.544774732263661,621702333.185647,0.457341110716, 50.364555, 7.57196183333333, 
621702332498266, No Risk, 0.0825014564070907, 0.544774732263661,621702333.685856,0.457341110716, 50.364555, 7.57196183333333, 
621702332997619, No Risk, 0.0899250160337503, 0.544774732263661,621702334.186167,0.457341110716, 50.364555, 7.57196183333333, 
621702333499982, No Risk, 0.0825020690162795, 0.544774732263661,621702334.686397,0.457341110716, 50.364555, 7.57196183333333, 
