system_time, gps_time, latitude, longitude, err_major, err_semi_major, error_semi_minor, altitude, err_altitude, move_direction_horizontal, err_move_direction_horizontal, move_speed_horizontal, error_move_speed_horizontal, hdop, 
621784716493037, 621784719.4, 50.3651941666667, 7.57432266666667, 359.9, 9.2, 6.3, 135.62, 6.5, 0, nan, 0.0514444444, nan, 0.7
621784717496044, 621784720.4, 50.3651941666667, 7.57432266666667, 359.9, 9.2, 6.3, 135.62, 6.5, 0, nan, 0.0514444444, nan, 0.7
621784718498937, 621784721.4, 50.3651941666667, 7.57432266666667, 359.9, 9.2, 6.3, 135.62, 6.5, 0, nan, 0, nan, 0.7
621784719500447, 621784722.4, 50.3651941666667, 7.57432266666667, 359.9, 9.2, 6.3, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784720501868, 621784723.4, 50.3651941666667, 7.57432266666667, 359.9, 9.2, 6.3, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784721544842, 621784724.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.3, 135.62, 6.6, 0, nan, 0, nan, 0.7
621784722549755, 621784725.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.3, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784723551398, 621784726.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.3, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784724552713, 621784727.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.3, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784725554047, 621784728.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.3, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784726555673, 621784729.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784727557078, 621784730.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.6, 0, nan, 0.1028888888, nan, 0.7
621784728558409, 621784731.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.6, 70.3, nan, 0.1543333332, nan, 0.7
621784729561027, 621784732.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.6, 110.3, nan, 0.3601111108, nan, 0.7
621784730564101, 621784733.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784731565777, 621784734.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.7
621784732567199, 621784735.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.6, 50.8, nan, 0.257222222, nan, 0.6
621784733569142, 621784736.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.6, 0, nan, 0.0514444444, nan, 0.6
621784734570524, 621784737.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.7, 0, nan, 0.0514444444, nan, 0.6
621784735572030, 621784738.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.7, 0, nan, 0, nan, 0.6
621784736573583, 621784739.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.7, 0, nan, 0, nan, 0.6
621784737574953, 621784740.4, 50.3651941666667, 7.57432266666667, 359.9, 9.3, 6.4, 135.62, 6.7, 0, nan, 0, nan, 0.6
